Activity,Station_ID,Station Name,Gear,SRBC Method,Date,Time,Macrostemum,Count
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,10/9/2002,10:30,Lumbriculidae,1
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,10/9/2002,10:30,Optioservus,8
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,10/9/2002,10:30,Paragnetina,3
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,10/9/2002,10:30,Psephenus,10
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,10/9/2002,10:30,Stenelmis,18
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,10/9/2002,10:30,Stenonema,25
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,10/9/2002,10:30,Stilobezzia,1
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Acentrella,2
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Acroneuria,18
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Agnetina,7
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Amphinemura,1
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Atherix,7
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Ceratopsyche,70
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Cheumatopsyche,15
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Chimarra,15
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Chironomidae,26
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Corydalus,3
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Ephemerella,10
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Hemerodromia,1
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Hexatoma,1
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Hydropsyche,4
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Isonychia,28
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Nigronia,1
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Ophiogomphus,2
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Optioservus,10
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Paragnetina,9
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Paraleptophlebia,2
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Psephenus,4
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Pteronarcys,1
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Rhyacophila,3
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,10/8/2002,15:30,Stenonema,11
Macros,107,MRSH001.6-4177,Kick Net,BENT-001,10/7/2002,13:15,Acentrella,1
Macros,107,MRSH001.6-4177,Kick Net,BENT-001,10/7/2002,13:15,Acroneuria,2
Macros,107,MRSH001.6-4177,Kick Net,BENT-001,10/7/2002,13:15,Antocha,1
Macros,107,MRSH001.6-4177,Kick Net,BENT-001,10/7/2002,13:15,Caecidotea,2
Macros,107,MRSH001.6-4177,Kick Net,BENT-001,10/7/2002,13:15,Ceratopsyche,22
Macros,107,MRSH001.6-4177,Kick Net,BENT-001,10/7/2002,13:15,Cheumatopsyche,3
Macros,107,MRSH001.6-4177,Kick Net,BENT-001,10/7/2002,13:15,Chimarra,96
Macros,107,MRSH001.6-4177,Kick Net,BENT-001,10/7/2002,13:15,Chironomidae,7
Macros,107,MRSH001.6-4177,Kick Net,BENT-001,10/7/2002,13:15,Ephemerella,9
Macros,107,MRSH001.6-4177,Kick Net,BENT-001,10/7/2002,13:15,Hydropsyche,32
Macros,107,MRSH001.6-4177,Kick Net,BENT-001,10/7/2002,13:15,Isonychia,14
Macros,107,MRSH001.6-4177,Kick Net,BENT-001,10/7/2002,13:15,Optioservus,26
Macros,107,MRSH001.6-4177,Kick Net,BENT-001,10/7/2002,13:15,Paragnetina,2
Macros,107,MRSH001.6-4177,Kick Net,BENT-001,10/7/2002,13:15,Psephenus,2
Macros,107,MRSH001.6-4177,Kick Net,BENT-001,10/7/2002,13:15,Stenelmis,2
Macros,107,MRSH001.6-4177,Kick Net,BENT-001,10/7/2002,13:15,Stenonema,4
Macros,72,PINE001.1-4177,Kick Net,BENT-001,10/7/2002,16:45,Acroneuria,4
Macros,72,PINE001.1-4177,Kick Net,BENT-001,10/7/2002,16:45,Agnetina,2
Macros,72,PINE001.1-4177,Kick Net,BENT-001,10/7/2002,16:45,Ceratopsyche,6
Macros,72,PINE001.1-4177,Kick Net,BENT-001,10/7/2002,16:45,Cheumatopsyche,4
Macros,72,PINE001.1-4177,Kick Net,BENT-001,10/7/2002,16:45,Chimarra,53
Macros,72,PINE001.1-4177,Kick Net,BENT-001,10/7/2002,16:45,Chironomidae,2
Macros,72,PINE001.1-4177,Kick Net,BENT-001,10/7/2002,16:45,Ephemerella,3
Macros,72,PINE001.1-4177,Kick Net,BENT-001,10/7/2002,16:45,Heterocloeon,2
Macros,72,PINE001.1-4177,Kick Net,BENT-001,10/7/2002,16:45,Hydropsyche,22
Macros,72,PINE001.1-4177,Kick Net,BENT-001,10/7/2002,16:45,Isonychia,15
Macros,72,PINE001.1-4177,Kick Net,BENT-001,10/7/2002,16:45,Macrostemum,61
Macros,72,PINE001.1-4177,Kick Net,BENT-001,10/7/2002,16:45,Optioservus,2
Macros,72,PINE001.1-4177,Kick Net,BENT-001,10/7/2002,16:45,Paragnetina,6
Macros,72,PINE001.1-4177,Kick Net,BENT-001,10/7/2002,16:45,Promoresia,25
Macros,72,PINE001.1-4177,Kick Net,BENT-001,10/7/2002,16:45,Psephenus,2
Macros,72,PINE001.1-4177,Kick Net,BENT-001,10/7/2002,16:45,Stenelmis,13
Macros,72,PINE001.1-4177,Kick Net,BENT-001,10/7/2002,16:45,Stenonema,7
Macros,73,PINE014.2-4177,Kick Net,BENT-001,10/9/2002,8:15,Acroneuria,19
Macros,73,PINE014.2-4177,Kick Net,BENT-001,10/9/2002,8:15,Ceratopsyche,10
Macros,73,PINE014.2-4177,Kick Net,BENT-001,10/9/2002,8:15,Cheumatopsyche,12
Macros,73,PINE014.2-4177,Kick Net,BENT-001,10/9/2002,8:15,Chimarra,33
Macros,73,PINE014.2-4177,Kick Net,BENT-001,10/9/2002,8:15,Chironomidae,1
Macros,73,PINE014.2-4177,Kick Net,BENT-001,10/9/2002,8:15,Corydalus,18
Macros,73,PINE014.2-4177,Kick Net,BENT-001,10/9/2002,8:15,Ephemerella,3
Macros,73,PINE014.2-4177,Kick Net,BENT-001,10/9/2002,8:15,Hydropsyche,2
Macros,73,PINE014.2-4177,Kick Net,BENT-001,10/9/2002,8:15,Isonychia,39
Macros,73,PINE014.2-4177,Kick Net,BENT-001,10/9/2002,8:15,Leptoxis,3
Macros,73,PINE014.2-4177,Kick Net,BENT-001,10/9/2002,8:15,Macrostemum,3
Macros,73,PINE014.2-4177,Kick Net,BENT-001,10/9/2002,8:15,Optioservus,12
Macros,73,PINE014.2-4177,Kick Net,BENT-001,10/9/2002,8:15,Paragnetina,10
Macros,73,PINE014.2-4177,Kick Net,BENT-001,10/9/2002,8:15,Psephenus,2
Macros,73,PINE014.2-4177,Kick Net,BENT-001,10/9/2002,8:15,Stenelmis,38
Macros,73,PINE014.2-4177,Kick Net,BENT-001,10/9/2002,8:15,Stenonema,8
Macros,74,PINE040.3-4177,Kick Net,BENT-001,10/8/2002,8:30,Acroneuria,15
Macros,74,PINE040.3-4177,Kick Net,BENT-001,10/8/2002,8:30,Argia,1
Macros,74,PINE040.3-4177,Kick Net,BENT-001,10/8/2002,8:30,Brachycentrus,11
Macros,74,PINE040.3-4177,Kick Net,BENT-001,10/8/2002,8:30,Ceratopsyche,8
Macros,74,PINE040.3-4177,Kick Net,BENT-001,10/8/2002,8:30,Cheumatopsyche,7
Macros,74,PINE040.3-4177,Kick Net,BENT-001,10/8/2002,8:30,Chimarra,33
Macros,74,PINE040.3-4177,Kick Net,BENT-001,10/8/2002,8:30,Chironomidae,9
Macros,74,PINE040.3-4177,Kick Net,BENT-001,10/8/2002,8:30,Ephemera,5
Macros,74,PINE040.3-4177,Kick Net,BENT-001,10/8/2002,8:30,Ephemerella,2
Macros,74,PINE040.3-4177,Kick Net,BENT-001,10/8/2002,8:30,Hydropsyche,9
Macros,74,PINE040.3-4177,Kick Net,BENT-001,10/8/2002,8:30,Isonychia,24
Macros,74,PINE040.3-4177,Kick Net,BENT-001,10/8/2002,8:30,Lanthus,1
Macros,74,PINE040.3-4177,Kick Net,BENT-001,10/8/2002,8:30,Optioservus,2
Macros,74,PINE040.3-4177,Kick Net,BENT-001,10/8/2002,8:30,Paragnetina,23
Macros,74,PINE040.3-4177,Kick Net,BENT-001,10/8/2002,8:30,Promoresia,63
Macros,74,PINE040.3-4177,Kick Net,BENT-001,10/8/2002,8:30,Psephenus,3
Macros,74,PINE040.3-4177,Kick Net,BENT-001,10/8/2002,8:30,Psilotreta,1
Macros,74,PINE040.3-4177,Kick Net,BENT-001,10/8/2002,8:30,Stenelmis,4
Macros,75,PINE057.5-4177,Kick Net,BENT-001,10/7/2002,14:30,Acroneuria,13
Macros,75,PINE057.5-4177,Kick Net,BENT-001,10/7/2002,14:30,Atherix,2
Macros,75,PINE057.5-4177,Kick Net,BENT-001,10/7/2002,14:30,Beloneuria,1
Macros,75,PINE057.5-4177,Kick Net,BENT-001,10/7/2002,14:30,Centroptilum,1
Macros,75,PINE057.5-4177,Kick Net,BENT-001,10/7/2002,14:30,Ceratopsyche,24
Macros,75,PINE057.5-4177,Kick Net,BENT-001,10/7/2002,14:30,Cheumatopsyche,27
Macros,75,PINE057.5-4177,Kick Net,BENT-001,10/7/2002,14:30,Chimarra,15
Macros,75,PINE057.5-4177,Kick Net,BENT-001,10/7/2002,14:30,Chironomidae,25
Macros,75,PINE057.5-4177,Kick Net,BENT-001,10/7/2002,14:30,Ephemerella,6
Macros,75,PINE057.5-4177,Kick Net,BENT-001,10/7/2002,14:30,Hydropsyche,15
Macros,75,PINE057.5-4177,Kick Net,BENT-001,10/7/2002,14:30,Isonychia,22
Macros,75,PINE057.5-4177,Kick Net,BENT-001,10/7/2002,14:30,Ophiogomphus,2
Macros,75,PINE057.5-4177,Kick Net,BENT-001,10/7/2002,14:30,Optioservus,11
Macros,75,PINE057.5-4177,Kick Net,BENT-001,10/7/2002,14:30,Paragnetina,6
Macros,75,PINE057.5-4177,Kick Net,BENT-001,10/7/2002,14:30,Psephenus,3
Macros,75,PINE057.5-4177,Kick Net,BENT-001,10/7/2002,14:30,Rhyacophila,1
Macros,75,PINE057.5-4177,Kick Net,BENT-001,10/7/2002,14:30,Stenelmis,22
Macros,75,PINE057.5-4177,Kick Net,BENT-001,10/7/2002,14:30,Stenonema,25
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Acroneuria,18
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Agnetina,1
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Antocha,2
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Atherix,8
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Boyeria,1
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Ceratopsyche,33
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Cheumatopsyche,44
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Chironomidae,30
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Dicranota,1
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Dolophilodes,3
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Ephemera,4
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Ephemerella,6
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Hemerodromia,1
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Hexatoma,3
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Hydropsyche,21
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Isonychia,9
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Nigronia,3
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Ophiogomphus,1
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Optioservus,24
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Paragnetina,9
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Paraleptophlebia,10
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Psephenus,14
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Pteronarcys,1
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Rhyacophila,2
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:15,Stenonema,12
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Acentrella,1
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Acroneuria,12
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Atherix,5
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Brachycentrus,4
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Ceratopsyche,64
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Cheumatopsyche,31
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Chironomidae,10
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Epeorus,1
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Ephemera,1
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Ephemerella,9
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Hemerodromia,1
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Hexatoma,2
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Hydropsyche,23
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Isonychia,8
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Nigronia,3
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Ophiogomphus,1
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Optioservus,15
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Paragnetina,23
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Paraleptophlebia,4
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Psephenus,1
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Pteronarcys,4
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Rhyacophila,11
Macros,272,WBPC003.5-4177,Kick Net,BENT-001,10/7/2002,11:30,Stenonema,11
Macros,291,WILS000.5-4177,Kick Net,BENT-001,10/8/2002,12:00,Ceratopsyche,2
Macros,291,WILS000.5-4177,Kick Net,BENT-001,10/8/2002,12:00,Cheumatopsyche,2
Macros,291,WILS000.5-4177,Kick Net,BENT-001,10/8/2002,12:00,Nigronia,1
Macros,291,WILS000.5-4177,Kick Net,BENT-001,10/8/2002,12:00,Paraleptophlebia,2
Macros,291,WILS000.5-4177,Kick Net,BENT-001,10/8/2002,12:00,Polycentropus,1
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Stenelmis,2
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Psephenus,9
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Atherix,1
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Chironomidae,9
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Hemerodromia,1
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Neocloeon,1
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Pseudocloeon,8
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Ephemerella,1
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Epeorus,7
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Heptagenia,24
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Stenonema,37
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Neoephemera,1
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Isonychia,27
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Siphlonurus,5
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Leptohyphes,1
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Corydalus,1
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Acroneuria,3
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Boyeria,
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Hagenius,
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Brachycentrus,
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Hydropsyche,26
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Chimarra,5
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Cambaridae,
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Oligochaeta,7
Macros,92,LPIN000.2-4177,Kick Net,BENT-001,8/10/1983,0:00,Pelecypoda,1
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Stenelmis,
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Psephenus,7
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Atherix,1
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Chironomidae,10
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Antocha,5
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Tipula,
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Neocloeon,3
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Caenis,5
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Ephemerella,2
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Heptagenia,4
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Stenonema,1
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Isonychia,4
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Siphlonurus,3
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Corydalus,
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Leuctra,1
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Acroneuria,3
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Paragnetina,
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Agnetina,3
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Pteronarcys,1
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Hagenius,7
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Brachycentrus,2
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Helicopsychidae,2
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Hydropsyche,64
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Dolophilodes,
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Nyctiophylax,1
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Cambaridae,1
Macros,93,LPIN011.5-4177,Kick Net,BENT-001,8/10/1983,0:00,Oligochaeta,1
Macros,74,PINE040.3-4177,Kick Net,BENT-001,8/11/1983,0:00,Stenelmis,1
Macros,74,PINE040.3-4177,Kick Net,BENT-001,8/11/1983,0:00,Psephenus,
Macros,74,PINE040.3-4177,Kick Net,BENT-001,8/11/1983,0:00,Atherix,1
Macros,74,PINE040.3-4177,Kick Net,BENT-001,8/11/1983,0:00,Chironomidae,4
Macros,74,PINE040.3-4177,Kick Net,BENT-001,8/11/1983,0:00,Pseudocloeon,3
Macros,74,PINE040.3-4177,Kick Net,BENT-001,8/11/1983,0:00,Caenis,1
Macros,74,PINE040.3-4177,Kick Net,BENT-001,8/11/1983,0:00,Ephemerella,2
Macros,74,PINE040.3-4177,Kick Net,BENT-001,8/11/1983,0:00,Epeorus,4
Macros,74,PINE040.3-4177,Kick Net,BENT-001,8/11/1983,0:00,Heptagenia,16
Macros,74,PINE040.3-4177,Kick Net,BENT-001,8/11/1983,0:00,Stenonema,16
Macros,74,PINE040.3-4177,Kick Net,BENT-001,8/11/1983,0:00,Ephoron,1
Macros,74,PINE040.3-4177,Kick Net,BENT-001,8/11/1983,0:00,Siphlonurus,7
Macros,74,PINE040.3-4177,Kick Net,BENT-001,8/11/1983,0:00,Corydalus,3
Macros,74,PINE040.3-4177,Kick Net,BENT-001,8/11/1983,0:00,Acroneuria,
Macros,74,PINE040.3-4177,Kick Net,BENT-001,8/11/1983,0:00,Paragnetina,1
